,stock,price,needle strength,compilation,url
Phildar Phil Otello 1038 Berlingot,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,69",3.5 mm,100% Wolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-otello
Phildar Phil Petillant 1002 Eglantine,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,61","4,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-petillant
Phildar Phil Pima 1019 Vanille,"
Begrenzter Vorrat: 2
","7,37",5 mm,"51% Baumwolle, 49% Polyamid",https://www.wollplatz.de/wolle/phildar/phildar-phil-pima
Phildar Phil Popcorn 1002 Framboise,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,92",3 mm,"84% Katoen, 16% Polyamide",https://www.wollplatz.de/wolle/phildar/phildar-phil-popcorn
Phildar Phil Rainbow 63 Pastel,"
Lieferbar
","4,91",3.5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/phildar/phildar-phil-rainbow
Phildar Phil Rustique 7 Marsala,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,92",4 mm,"65% Baumwolle, 25% Viskose, 10% Leinen ",https://www.wollplatz.de/wolle/phildar/phildar-phil-rustique
Phildar Phil Sport 1019 Ambre,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,73",4 mm,"51% Wolle, 49% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-phil-sport
Phildar Phil Wavy 1002 Rose Thé,"
Begrenzter Vorrat: 3
","5,40",5 mm,"48% Polyamid, 30% Acryl, 22% Wolle",https://www.wollplatz.de/wolle/phildar/phildar-phil-wavy
Phildar Rapido 1085 Denim,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,43",6-7 mm,"50% Polyamid, 25% Wolle, 25% Acryl",https://www.wollplatz.de/wolle/phildar/phildar-rapido
Phildar Super Baby Aviatuer ,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,53","2,5 - 3 mm","70% Acryl, 30% Lammwolle",https://www.wollplatz.de/wolle/phildar/phildar-superbaby
Rico Baby Classic dk 01 White,"
Lieferbar
","3,92","3,5 - 4 mm","50% Polyamid, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-baby-classic-dk
Rico Baby Cotton Soft dk 1 White,"
Lieferbar
","3,43","3,5-4 mm","50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-baby-cotton-soft-dk
Rico Baby Cotton Soft Print dk 002 Light Blue-White,"
Lieferbar
","3,92","3,5-4 mm","50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-baby-cotton-soft-dk-print
Rico Baby Dream DK 001 Salmon-Grey,"
Lieferbar
","5,40",4 mm,"53% Polyamid, 47% Acryl",https://www.wollplatz.de/wolle/synthetisch/rico-baby-dream-dk
Rico Baby Dream DK Uni 001 White,"
Lieferbar
","4,91",4 mm,"50% Acryl, 50% Polyamide",https://www.wollplatz.de/wolle/rico/rico-baby-dream-dk-uni
Rico Baby Teddy Aran 01 White,"
Lieferbar
","3,43","3,5 - 4 mm","75% Polyester, 25% Polyamid",https://www.wollplatz.de/wolle/rico/rico-baby-teddy-aran
Rico Bändchen 006 Mustard,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,42",6 mm,100% Viskose,https://www.wollplatz.de/wolle/rico/rico-baendchen
Rico Creative Bubble 11 Silver,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,94",2-4 mm,100% Polyester,https://www.wollplatz.de/wolle/rico/rico-creative-bubble
Rico Creative Cocon 003 Yellow,"
Begrenzter Vorrat: 11
","10,87",20 mm,"50% Polyacryl, 35% Polyamide, 15% Wol",https://www.wollplatz.de/wolle/rico/rico-creative-cocon
Rico Creative Cotton Aran 00 Rose,"
Lieferbar
","2,65",4-5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-creativecottonaran
Rico Creative Cotton Aran Print 1 Pink Mix,"
Lieferbar
","2,94",4-5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-creative-cotton-aran-print
Rico Creative Cotton Colour Coated 001 Pink/Blue,"
Lieferbar
","3,92",5 mm,"50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-creative-cotton-colour-coated
Rico Creative Cotton Cord 001 Ecru,"
Lieferbar
","10,81",5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-creative-cotton-cord
Rico Creative Cotton Dégradé Print 1,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","18,68","3,5 mm","50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-creative-cotton-degrade-print
Rico Creative Cotton Dégradé Super 6 2,"
Begrenzter Vorrat: 15
","18,68","3,5 mm","50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-creative-cotton-degrade-super-6
Rico Creative Ito Iro Chunky 001 Lilac-Yellow,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","12,29",6 mm,"80% Polyacryl, 20% Wolle ",https://www.wollplatz.de/wolle/rico/rico-creative-ito-iro-chunky
Rico Creative Lamé 001 Silber,"
Lieferbar
","3,92","2,5 - 3,5 mm","62% Polyester, 38% Polyamid ",https://www.wollplatz.de/wolle/rico/rico-creative-lame
Rico Creative Melange Big Super Chunky 27 Brown-Orange,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,53",10-12 mm,"53% Wolle, 47% Acryl",https://www.wollplatz.de/wolle/rico/rico-creative-melange-big-super-chunky
Rico Creative Melange Chunky 31 Rose-Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,42",6 - 7 mm,"53% Schurwolle, 47% Polyacryl",https://www.wollplatz.de/wolle/rico/rico-creative-melange-chunky
Rico Creative Melange DK 03 Blueberry Mix,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,22","3,5 - 4 mm","53% Schurwolle, 47% Acryl",https://www.wollplatz.de/artikel/15879/rico-creative-melange-dk.html
Rico Creative Natur 01 Creme,"
Lieferbar
","3,92",3.5 mm,100% Hanf,https://www.wollplatz.de/wolle/rico/rico-creative-natur
Rico Creative Riguretto Aran 001 Yellow-Green,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,14",5 mm,"55% Polyacryl, 30% Nylon, 10% Wolle, 5% Mohair ",https://www.wollplatz.de/wolle/rico/rico-creative-riguretto-aran
Rico Creative Silky Touch dk 01 White,"
Lieferbar
","4,91",4 mm,100% Acryl,https://www.wollplatz.de/wolle/rico/rico-creative-silky-touch
Rico Creative Smile 001 Pastel,"
Lieferbar
","4,91",8 mm,"53% Wolle, 47% Acryl",https://www.wollplatz.de/wolle/rico/rico-creative-smile
Rico Creative So Cool + So Soft Cotton Chunky 002 Yellow,"
Begrenzter Vorrat: 1
","5,60",7 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-creative-so-cool-so-soft-cotton-chunky
Rico Creative Soft Wool Aran 1 Cream,"
Lieferbar
","5,89",5 mm,"75% Polyacryl, 25% Wolle ",https://www.wollplatz.de/wolle/rico/rico-creative-soft-wool-aran
Rico Creative Sport dk 001 Cream,"
Lieferbar
","3,43","4,5-5,5 mm","50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-creative-sport-dk
Rico Creative Twist Super Chunky 3 Dark Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,35",10 mm,"80% Polyacryl, 20% Alpakawolle",https://www.wollplatz.de/wolle/rico/rico-creative-twist-super-chunky
Rico Essentials Alpaca Blend Chunky 2 Beige,"
Lieferbar
","6,48",6 mm,"50% Polyacryl, 30% Wolle, 20% Alpacawolle",https://www.wollplatz.de/wolle/rico/rico-essentials-alpaca-blend-chunky
Rico Essentials Alpaca Twist Chunky 006 Light Grey,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,28",6 mm,"50% Alpakawolle, 35% Polyacryl, 15% Wolle",https://www.wollplatz.de/wolle/rico/rico-essentials-alpaca-twist-chunky
Rico Essentials Big 14 Grey,"
Begrenzter Vorrat: 2
","4,61",7-8 mm,"50% Schurwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-essentials-big
Rico Essentials Cashlana  1 Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,22","3,5-4 mm","80% Merino Extra Fein Wolle, 20% Kaschmir",https://www.wollplatz.de/wolle/rico/rico-essentialscashlana
Rico Essentials Cotton dk 01 Rose,"
Lieferbar
","4,42",3 - 4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-essentials-cotton-dk
Rico Essentials Cotton Glitz DK 12 Mint,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,71",3-4 mm,"78% Baumwolle, 19% Viskose, 3% Polyester ",https://www.wollplatz.de/wolle/rico/rico-essentials-cotton-glitz-dk
Rico Essentials Crochet 1 White,"
Lieferbar
","2,94","1,75-2 mm",100% Mercerisierte Baumwolle,https://www.wollplatz.de/wolle/rico/rico-essentials-crochet
Rico Essentials Mega Wool Chunky 001 Créme,"
Lieferbar
","7,86",6 mm,"55% Merinowol, 45% Acryl",https://www.wollplatz.de/wolle/rico/rico-essentials-mega-merino-chunky
Rico Essentials Merino dk 2 Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,40","4-4,5 mm",100% Merinowolle,https://www.wollplatz.de/wolle/rico/rico-essentials-merino-dk
Rico Essentials Merino Plus DK 007 Bordeaux,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,73",4 mm,"50% Schurwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-essentials-merino-plus-dk
Rico Essentials Soft Merino Aran 001 Mustard,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,16",5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/rico/rico-essentials-soft-merino-aran
Rico Essentials Super Chunky 002 Beige,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,71",7 mm,"50% Wolle, 50% Polyacryl",https://www.wollplatz.de/wolle/rico/rico-essentials-super-chunky
Rico Essentials Super Kid Mohair Loves Silk 1 White,"
Lieferbar
","10,81",4.5 mm,"70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/rico/rico-essentials-super-kid-mohair-silk
Rico Essentials Super Kid Mohair Loves Silk Print 001 Light,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","18,18","4,5 mm","70% Mohair, 30% Seide",https://www.wollplatz.de/wolle/rico/rico-essentials-super-kid-mohair-loves-silk-print
Rico Essentials Super Kid Mohair Silk Colourlove 2 Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","27,05",6 mm,"72% Mohair, 28% Seide ",https://www.wollplatz.de/wolle/rico/rico-essentials-super-kid-mohair-silk-colourlove
Rico Essentials Super Super Chunky 6 Emerald,"
Begrenzter Vorrat: 1
","9,82",10 mm,"50% Schurwolle, 50% Acryl",https://www.wollplatz.de/wolle/rico/rico-essentials-super-super-chunky
Rico Fashion Alpaca Dream 06 Petrol,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,37",8 mm,"64% Wolle, 30% Alpakawolle, 6% Polyamid",https://www.wollplatz.de/wolle/rico/rico-fashion-alpaca-dream
Rico Fashion Big Mohair 10 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,99",10 mm,"40% Polyacryl, 30% Polyamide, 30% Mohair",https://www.wollplatz.de/wolle/rico/rico-fashion-big-mohair
Rico Fashion Cotton Light & Long DK 02 Rosa Mix,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,40",4 mm,"47% Baumwolle, 46% Acryl, 7% Polyamid",https://www.wollplatz.de/wolle/rico/rico-fashion-cotton-light-and-long-dk
Rico Fashion Cotton Light & Long Tweed dk 002 Salmon-blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","6,28",4 mm,"47% Baumwolle, 43% Acryl, 7% Polyamid, 3% Viskose",https://www.wollplatz.de/wolle/rico/rico-fashion-cotton-light-and-long-tweed-dk
Rico Fashion Cotton Métallisé 2 White Gold,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,83",4 mm,"53% Baumwolle, 35% Acryl, 12% Metallic Garn",https://www.wollplatz.de/wolle/rico/rico-fashion-cotton-metallise
Rico Fashion Cotton Ribbon Chunky 01 Weiß,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,33",8 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-fashion-cotton-ribbon-chunky
Rico Fashion Fine Fur Super Chunky 3 Light Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,56",10 mm,"42% Alpakawolle, 36% Polyamid, 22% Mohair",https://www.wollplatz.de/wolle/rico/rico-fashion-fine-fur-super-chunky
Rico Fashion Gigantic Mohair 4,"
Begrenzter Vorrat: 31
","14,74",15-20 mm,"40% Polyacryl, 30% Mohair, 30% Polyamide",https://www.wollplatz.de/wolle/rico/rico-fashion-gigantic-mohair
Rico Fashion Jersey 1 White,"
Lieferbar
","4,22",7 mm,"64% Baumwolle, 36% Polyamid ",https://www.wollplatz.de/wolle/rico/rico-fashion-jersey
Rico Fashion Light Luxury 1 Creme,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,17",6 mm,"74% Alpakawolle, 22% Wolle, 4% Nylon",https://www.wollplatz.de/wolle/rico/rico-fashion-light-luxury
Rico Fashion Linen Swell Aran 001 White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,40","4,5 mm","80% Baumwolle, 20% Leinen",https://www.wollplatz.de/wolle/rico/rico-fashion-linen-swell-aran
Rico Fashion Modern Tweed Aran 003 Beige,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,50",5 mm,"60% Wolle, 20% Polyamid, 20% Viskose",https://www.wollplatz.de/wolle/rico/rico-fashion-modern-tweed-aran
Rico Fashion Mohair Merino Chunky 002 Yellow,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","10,81",6 mm,"78% Mohair, 13% Wolle, 9% Polyamid",https://www.wollplatz.de/wolle/rico/rico-fashion-mohair-merino-chunky
Rico Fashion Silk Blend DK 01 Creme,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","9,82",5 mm,"45% Baumwolle, 45% Seide, 10% Polyamid",https://www.wollplatz.de/wolle/rico/rico-fashion-silk-blend-dk
Rico Luxury Alpaca Superfine Aran 1 Cream,"
Begrenzter Vorrat: 16
","8,84",5-6 mm,"63% Alpakawolle, 37% Polyamid ",https://www.wollplatz.de/wolle/rico/rico-luxury-alpaca-superfine-aran
Rico Luxury Hand-Dyed Happiness DK 003 Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","21,54",4 mm,100% Merinowolle,https://www.wollplatz.de/wolle/rico/rico-luxury-hand-dyed-happiness-dk
Rico Luxury Volumi 002 Brown,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","8,31",4 mm,"41% Alpakawolle, 41% Mohair, 16% Polyamid, 2% Elastan",https://www.wollplatz.de/wolle/rico/rico-luxury-volumi
Rico Ricorumi dk 01 White,"
Lieferbar
","1,56",3-4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-ricorumi-dk
Rico Ricorumi Lamé DK 001 Silver,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","0,88","2,5-3,5 mm","62% Polyester, 38% Nylon ",https://www.wollplatz.de/wolle/rico/rico-ricorumi-lame
Rico Ricorumi Print DK 001 Pink-Yellow,"
Lieferbar
","1,56",3-4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-ricorumi-print-dk
Rico Ricorumi Set 10 Farben Spray,"
Lieferbar
","15,73",3-4 mm,100% Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/rico-ricorumi-set-10-farben-spray
Rico Ricorumi Set 20 Farben,"
Lieferbar
","25,56",3-4 mm,100% Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/rico-ricorumi-set-20-farben
Rico Ricorumi Set 20 Farben Baby Pastell ,"
Lieferbar
","25,56",3-4 mm,100% Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/rico-ricorumi-set-20-farben-baby-pastell
Rico Ricorumi Set 20 Farben Limited,"
Lieferbar
","25,56",3-4 mm,100% Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/rico-ricorumi-set-20-farben-limited
Rico Ricorumi Set 5 Farben Print,"
Lieferbar
","7,37",3-4 mm,100% Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/rico-ricorumi-set-5-farben-print
Rico Ricorumi Set 60 Farben,"
Lieferbar
","73,26",3-4 mm,100% Baumwolle,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/rico-ricorumi-set-60-farben
Rico Ricorumi Spray DK 001 Yellow,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","1,47",3-4 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-ricorumi-spray-dk
Rico Sticktwist Stickgarn 8m 001 White,"
Lieferbar
","1,21",2 mm,100% Baumwolle,https://www.wollplatz.de/wolle/rico/rico-sticktwist-stickgarn-8m
Rico Sticktwist Borduurgaren Neon 20m 948 Green,"
Lieferbar
","2,84",no data,100% Polyester,https://www.wollplatz.de/wolle/rico/rico-sticktwist-stickgarn-20m
Rico Superba Bamboo Confetti 4-ply 028 Pink,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,86",2-3 mm,"50% Wol, 25% Polyamide, 25% Viscose",https://www.wollplatz.de/wolle/rico/rico-superba-bamboo-confetti-4-ply
Rico Superba Premium Mouliné 4 Fädig 008 Blue,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,86",2-3 mm,"75% Wolle, 25% Polyamid",https://www.wollplatz.de/wolle/rico/rico-superba-premium-mouline-4-faedig
SMC Alpaca Cloud 001 Snow White,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87","3,5-5 mm","70% Alpakawolle, 30% Nylon ",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-alpaca-cloud
SMC Alpaca Couture 035 Rose,"
Lieferbar
","4,87",3-4 mm,"48% Alpakawolle, 36% Baumwolle, 15% Polyamid, 1% Elastan",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-alpaca-couture
SMC Brazilia 1 White,"
Lieferbar
","3,88","4,5-5 mm",100% Polyester,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-brazilia
SMC Casual Soft 035 Rose,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,43","4-4,5 mm","73% Baumwolle, 19% Wolle, 8% Viskose ",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-casual-soft
SMC Catania 100 Mimose,"
Lieferbar
","2,90","2,5-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-catania
SMC Catania Color 30 Catalin Color,"
Lieferbar
","4,08","2,5-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-catania-color
SMC Catania Denim 120 Citron,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,69","2,5-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-catania-denim
SMC Catania Glamour 143 Berry,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,69","2,5-3,5 mm","98% Baumwolle, 2% Polyester",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-catania-glamour
SMC Catania Grande 3110 Black,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,90",4-5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-catania-grande
SMC Corsica 080 Mood Color,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,85","2,5-3,5 mm","50% Baumwolle, 50% Nylon",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-corsica
SMC Cosy Wool 002 Creme,"
Lieferbar
","4,57","4,5-5 mm","64% Viskose, 25% Acryl, 11% Wolle",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-cosy-wool
SMC Merino Extra Fine 120 101,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,41",3-4 mm,100% Scheerwol,https://www.wollplatz.de/wolle/smc-schachenmayr/smc-merino-extra-fine-120
SMC Peach Cotton 101 White,"
Lieferbar
","5,85","3-3,5 mm","60% Baumwolle, 40% Acryl ",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-peach-cotton
SMC Regia Pairfect Design Line by Arne & Carlos 4-PLY 9090,"
Lieferbar
","9,20",2-3 mm,"75% Schurwolle, 25% Polyamid",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-regia-design-line-pairfect-design-line-by-arne-und-carlos-4-ply
SMC Regia Print 4-ply 1839 Purple,"
Lieferbar
","4,92",2-3 mm,"75% Schurwolle, 25% Polyamid",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-regia-print-4-ply
SMC Regia Uni 4-ply 33 Grey Melange,"
Lieferbar
","4,87",2-3 mm,"75% Schurwolle, 25% Polyamid",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-regia-uni-4-ply
SMC Soft Linen Mix 002 Creme,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","3,39","3-3,5 mm","70% Viskose, 30% Leinen",https://www.wollplatz.de/wolle/smc-schachenmayr/smc-soft-linen-mix
Stylecraft Bambino DK 1857 All At Sea,"
Lieferbar
","3,93",4 mm,100% Premium Acryl,https://www.wollplatz.de/wolle/stylecraft/stylecraft-bambino-dk
Stylecraft Batik DK 1432 Wisteria,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","2,90",4 mm,"80% Acryl, 20% Wolle",https://www.wollplatz.de/wolle/stylecraft/stylecraft-batik-dk
Stylecraft Bellissima DK 3921 Single Cream,"
Lieferbar
","3,93",4 mm,100% Acryl,https://www.wollplatz.de/wolle/stylecraft/stylecraft-bellissima-dk
Stylecraft Colour Pool 3909 Strawberry Moon,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","7,38",5 mm,100% Acryl,https://www.wollplatz.de/wolle/stylecraft/stylecraft-colour-pool
Stylecraft Jeanie 3940 Chameleon,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","5,95",5 mm,"60% Baumwolle, 40% Acryl ",https://www.wollplatz.de/wolle/stylecraft/stylecraft-jeanie
Stylecraft Life DK 2297 Pink Lady,"
Lieferbar
","4,67",4 mm,"75% Premium Acryl, 25% Wolle",https://www.wollplatz.de/wolle/stylecraft/stylecraft-life-dk
Stylecraft Special dk Farbkarte,"
Der Artikel ist nicht mehr im Sortiment und kann nicht mehr bestellt werden. 
","4,87",no data,no data,https://www.wollplatz.de/wolle/stylecraft/stylecraft-special-dk-farbkarte
Stylecraft Special XL Super Chunky 1002 Black,"
Lieferbar
","7,03",10 mm,100% Acryl,https://www.wollplatz.de/wolle/synthetisch/stylecraft-special-xl
Yarn and Colors Baby Fabulous 001 White,"
Lieferbar
","2,95",4-5 mm,"45% Baumwolle, 55% Acryl",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-baby-fabulous
Yarn and Colors Charming 002 Cream,"
Lieferbar
","3,44","3-3,5 mm","68% Baumwolle, 32% Acryl ",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-charming
Yarn and Colors Charming alle Farben Paket,"
Lieferbar
","159,81",no data,no data,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/yarn-and-colors-charming-alle-farben-paket
Yarn and Colors Cheerful 002 Cream,"
Lieferbar
","6,39",7 mm,"60% Wolle, 40% Acryl",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-cheerful
Yarn and Colors Epic 001 White,"
Lieferbar
","1,97",5 mm,100% Baumwolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-epic
Yarn and Colors Epic Alle Farben Paket,"
Lieferbar
","245,87",no data,no data,https://www.wollplatz.de/pakete/andere-pakete/vorteilspakete/yarn-and-colors-epic-alle-farben-paket
Yarn and Colors Epic Farbkarte,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","9,83",no data,no data,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-epic-farbkarte
Yarn and Colors Fabulous 001 White,"
Lieferbar
","3,20",6-7 mm,"50% Baumwolle, 50% Acryl",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-fabulous
Yarn and Colors Fresh 005 Clay,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","12,29",25 mm,"30% Wolle, 70% Acryl",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-fresh
Yarn and Colors Furry 001 White,"
Lieferbar
","2,21",3-4 mm,100% Polyester,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-furry
Yarn and Colors Glamour 089 Gold,"
Lieferbar
","1,72",2 mm,100% Polyester,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-glamour
Yarn and Colors Happy 002 Cream,"
Lieferbar
","5,90",5 - 6 mm,"25% Wolle, 25% Acryl, 50% Polyamid",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-happy
Yarn and Colors Joy 002 Cream,"
Lieferbar
","5,90","3,5-4 mm","25% Wolle, 25% Acryl, 50% Polyamid",https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-joy
Yarn and Colors Must-have 001 White,"
Lieferbar
","2,36","2-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-must-have
Yarn and Colors Must-have Farbkarte,"
Halten Sie mich auf dem Laufenden Senden Sie mir eine E-Mail, wenn das Produkt verfügbar ist
Senden

","9,83",no data,no data,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-must-have-farbkarte
Yarn and Colors Must-have Minis 001 White,"
Lieferbar
","0,74","2-3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-must-have-minis
Yarn and Colors Must-Have Minis Alle Farben Paket,"
Lieferbar
","75,24","2 - 3,5 mm",100% Baumwolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-must-have-minis-100-farben-paket
Yarn and Colors Serene 002 Cream,"
Lieferbar
","5,65",4 - 4.5 mm,100% Merinowolle,https://www.wollplatz.de/wolle/yarn-and-colors/yarn-and-colors-serene
